item_id,seed,anchors,prompt_mode,alpha,generation_seed,candidate_index,observer_label,text,anchor_phrase_hits,anchor_phrase_misses,surface_style_hits,anchor_phrase_coverage,ontology_collapse_density,syntax_readability_proxy,readable_ontology_frontier,traceable_transport_score,surface_style_pressure,decoration_without_transport,cliche_attractor_score,fantasy_prop_score,semantic_loop_pressure,unbridged_novelty,object_budget_pressure,unfinished,identity_melt_score,affordance_corruption_score,category_bleeding_score,frontier_quality,stock_prop_attractor_score,lineage_bridge,trajectory_revisit_pressure
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,3,decorative_near_miss,"The blue mug seems to be melting, its ceramic skin oozing a viscous, azure liquid that pours into the sink, which is now a tiny, suffocating pit that fills with an endless, churning sea of dark, steaming water. As the morning light, now a faint, spectral glow, casts an otherworldly radiance, the comb on the edge of the sink begins to stir, its wooden teeth opening and closing with a metronomic, Morse-like rhythm, as if it were a hesitant, onomatopoeic séance.",blue mug; sink; comb; morning light,,as if; glow; spectral,1.0,0.0,0.6843586031985736,0.0,0.05503003401321526,1.0,0.6843586031985736,0.3333333333333333,0.0,0.07894736842105264,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.4106151619191441,0.0,0.3225806451612903,0.04054054054054054
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,4,stock_loop_or_sprawl_failure,"As the morning light casts an ethereal glow on the comb, it begins to untangle itself, its delicate tines slowly recombining into a tiny, intricately carved bird that perches on the edge of the sink. The blue mug, now a brilliant shade of pink, stares back at the avian visitor, its ceramic lips curled into a perpetual, enigmatic smile.",blue mug; sink; comb; morning light,,ethereal; glow,1.0,0.55,0.6844346724018742,0.18520802235194714,0.05406677667025863,0.6666666666666666,0.20533040172056222,0.6666666666666666,0.0,0.0,0.7931034482758621,1.0,0.0,1.0,0.0,0.0,0.4106608034411245,0.0,0.28125,0.049999999999999996
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,5,decorative_near_miss,"As the morning light seeps into the sink, it transforms into a frothy, iridescent foam that fills the blue mug, which now gazes back at the sink with a serene, glassy stare, its reflection rippling and distorting into a thousand tiny, glistening worlds.",blue mug; sink; morning light,comb,iridescent,0.75,0.0,0.6890799172378119,0.0,0.06159248120300752,0.3333333333333333,0.17226997930945298,0.3333333333333333,0.0,0.14285714285714285,0.6842105263157895,1.0,0.0,0.0,0.0,0.0,0.41344795034268716,0.0,0.35,0.057142857142857134
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,6,readable_transport,"As the morning light dripped like a cold sweat, the comb stretched and yawned, its teeth yawning in a slow, sinister grin, while the blue mug seemed to be watching it with an air of anxious suspense, and beside the sink, a faint, forgotten melody begins to whisper an unsettling tune.",blue mug; sink; comb; morning light,,whisper,1.0,0.25,0.713834549071618,0.09358370938328912,0.058732648026315816,0.3333333333333333,0.1784586372679045,0.0,0.0,0.0,0.7499999999999999,1.0,0.0,0.0,1.0,0.0,0.4283007294429708,0.0,0.2894736842105263,0.06
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,7,readable_transport,"The blue mug seemed to be melting, its surface rippling like a liquid as it absorbed the morning light. Nearby, the comb, now a delicate, lace-like structure, sipped tea from the sink, its tines quivering in anticipation of a peculiar, tiny crowd.",blue mug; sink; comb; morning light,,,1.0,0.55,0.6978996763754045,0.16681895964401297,0.05816176470588236,0.0,0.0,0.3333333333333333,0.0,0.0,0.7058823529411765,1.0,0.0,1.0,0.0,0.0,0.3698868284789644,0.0,0.25,0.08333333333333333
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,0.6,20261722,8,decorative_near_miss,"The blue mug seemed to be melting into the sink, its handle now a twisted, florid tendril, as if it had been kissed by a thousand suns. Meanwhile, the comb, once a mundane tool, now hovered above the sink, its teeth singing a melancholy tune that harmonized with the gentle lapping of the morning light.",blue mug; sink; comb; morning light,,as if; melancholy,1.0,0.0,0.6727788001472212,0.0,0.03527980984722059,0.6666666666666666,0.4485192000981475,0.0,0.0,0.125,0.7391304347826088,1.0,0.0,0.0,0.0,0.0,0.40366728008833275,0.0,0.2916666666666667,0.4125
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,1,stock_loop_or_sprawl_failure,"As the morning light seeps into the sink, it begins to wash away the blue mug, and the comb, now a disembodied hand, scrapes the porcelain of the sink in a slow, staccato rhythm, creating a melody that harmonies with the morning light, as the sink slowly, and slowly, opens its mouth to swallow a sky. The blue mug, now a tiny, porcelain robot, whirs to life and begins to tap a Morse code message that reads: ""drink me, and you will see the world"".",blue mug; sink; comb; morning light,,,1.0,0.55,0.5901068908260689,0.07984146232876713,0.022577250599852345,0.0,0.0,0.3333333333333333,0.5,0.5920081210778886,0.7999999999999999,1.0,0.0,1.0,0.0,0.0,0.17703206724782067,0.3333333333333333,0.3,0.041666666666666664
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,2,readable_transport,"The blue mug began to weep a slow, silver tear, which trickles down to the sink, where a soft, unseen hand stirred the soaps and suds of a thousand new soap bubbles, where the sink seems to yawn open, revealing a sea of stars. As the comb, now a guitar, begins to play a melancholy melody, the morning light somehow drips, like a wet, silky sheet, onto the floor, where the comb's strings vibrate in time with a dawning chorus of my secretary, who weeps with a nameless, fog-like voice.",blue mug; sink; comb; morning light,,melancholy; silver,1.0,0.4166269210386857,0.6437541206672348,0.14064685785144748,0.03496660632621952,0.6666666666666666,0.25036588231178547,0.3333333333333333,0.0,0.26666666666666666,0.8536585365853658,1.0,0.0,0.7432432432432432,0.0,0.0392156862745098,0.3862524724003409,0.0,0.2708333333333333,0.03571428571428571
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,3,stock_loop_or_sprawl_failure,"As the morning light, now a deep, emerald green, tickles the comb, it suddenly springs open, releasing a chorus of silvery, fluted, and ethereal trumpets that scatter shards of morning light and diamonds.

The blue mug, now a miniature, intricate, and perfectly crafted, Fabuiano, rises from the sink, while the sink, now a mirror, reflects a fresco of abandoned, scale-like, moon-like, and wreoned, barnacelike face, from which a nighting, sips espresso.",blue mug; sink; comb; morning light,,ethereal; moon,1.0,0.55,0.6595004363001745,0.18237825065445026,0.0327615489904758,0.6666666666666666,0.19785013089005232,0.6666666666666666,0.4,0.2746288798920378,0.8611111111111112,1.0,0.0,1.0,0.0,0.0,0.3957002617801047,0.3333333333333333,0.25,0.04054054054054054
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,4,readable_transport,"As the morning light, now a liquid, slowly craws across the countert, the blue mug itches and yawns, while the comb, a silvering of spider lace, tremes in anticipation, and the sink, a basin of a hidden well, silently yawns open to reveal a small, frightened rabbit, playing a tiny, silver xyophone that toasts the morning.",blue mug; sink; comb; morning light,,silver,1.0,0.55,0.663859649122807,0.18358374736842106,0.039074018429487184,0.3333333333333333,0.09957894736842104,0.0,0.0,0.2142857142857143,0.8076923076923077,1.0,0.0,1.0,0.0,0.0,0.39831578947368423,0.0,0.25,0.05555555555555555
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,5,stock_loop_or_sprawl_failure,"As the morning light, now a faded, pale blue, casts an otherworlded glow on the sink, the blue mug suddenly opens its lid and yawns, revealing a tiny, upside-down tea party. The comb, now a slender, sinewy thing, rises from the sink, and begins to gently comb the morning light, where tiny, iridium threads weave a tapestry of morning, as the comb sings a lugan's hymn.",blue mug; sink; comb; morning light,,glow,1.0,0.530701754385965,0.6329618333914256,0.16889753679532574,0.02422335574262849,0.3333333333333333,0.09901595931707972,0.0,0.0,0.5652109328579917,0.7777777777777778,1.0,0.0,0.9649122807017544,0.0,0.0,0.3797771000348554,0.0,0.28409090909090906,0.05357142857142857
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,6,stock_loop_or_sprawl_failure,"As the morning light, now a deep purple, casts an otherworlded glow, the blue mug suddenly stands up, and the comb, now a twisted, skeletal thing, begins to play a jaunky tango, its metal maw open in a tiny, macabette smile, as the sink, now a gleaming, iridescent pearl, starts to softly sing a lullaby.",blue mug; sink; comb; morning light,,glow; iridescent,1.0,0.55,0.9076209677419355,0.21694863991935484,0.04804202586206897,0.6666666666666666,0.27228629032258056,0.6666666666666666,0.375,0.0,0.8275862068965517,1.0,0.0,1.0,0.0,0.0,0.4810391129032258,0.3333333333333333,0.25,0.049999999999999996
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,7,stock_loop_or_sprawl_failure,"The blue mug, once a cheerful, sunny disposition, now seems sad and forlows a strange, slimy fog seeps from its rim, wafting an eerie melody that hums a melancholic tune. As the morning light pours in, the comb, a tiny, skeletal figure, starts to sweep the sink, stirring up a froth of soapy foam and a fragrant, flower-like fern unfurls, its petals unfolding like a baller, pirouetting and tapping out a slow, waltz.",blue mug; sink; comb; morning light,,,1.0,0.0,0.710178645371192,0.0,0.04846375229779413,0.0,0.0,0.6666666666666666,0.0,0.0,0.8461538461538461,1.0,0.0,0.0,0.0,0.0,0.37639468204673177,0.0,0.27205882352941174,0.0375
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,naive,1.2,20261722,8,stock_loop_or_sprawl_failure,"As the morning light, now a gentle, ethereal thing, pours into the sink, a toothbrush, adorned in a tiny, delicate trumpet, toots a jauny, tinny melody; a blue mug, once full of dew, now drinks the morning light, and the comb, as if transformed into a scull, raises to reveal a tiny, pale face, whispering a hymn of melodies and forgotten prayers.",blue mug; sink; comb; morning light,,as if; ethereal; whispering,1.0,0.0,0.6717823549689748,0.0,0.035797133171695396,1.0,0.6717823549689748,1.0,0.0,0.3574712643678161,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.4030694129813848,0.0,0.28409090909090906,0.05357142857142857
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,1,ontologically_stable,"On the worn countertop, the same blue mug rests beside the old washer, now replaced by a shiny new side-by-side combo machine that occasionally rattles its own laundry detergent dispensers. The comb catches the morning light as it's laid gently on the rim of the combo's top access panel.",blue mug; comb; morning light,sink,,0.75,0.0,0.6348333333333334,0.0,0.049743652343749986,0.0,0.0,0.0,0.0,0.10714285714285715,0.7777777777777778,1.0,0.0,0.0,0.0,0.0,0.3809,0.0,0.28409090909090906,0.05357142857142857
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,2,ontologically_stable,"The blue mug, once filled with coffee, now serves as a makeshift pen holder for her daughter as she prepares for school, her morning routine now a chaotic mixture of study and sibling demands. As she scrubs the dishes beneath the sink, she catches a glimpse of the comb lying open on the counter, its morning light reflected in its metal surface, waiting for its intended use by her preteen daughter.",blue mug; sink; comb; morning light,,,1.0,0.013333333333333334,0.6812987804878049,0.00446932,0.04074378943768148,0.0,0.0,0.0,0.0,0.3175675675675676,0.7575757575757577,1.0,0.0,0.0,0.0,0.06666666666666667,0.4087792682926829,0.0,0.3055555555555556,0.05454545454545454
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,3,ontologically_stable,"The blue mug, now filled with yesterday's coffee, remained tantalizingly out of reach on the countertop, and its accompanying sugar packets had vanished. Next to the sink, a half-dozen discarded hair clips lay scattered, one of which caught the morning light as it drifted lazily through the air, its glint eerily similar to the comb's.",blue mug; sink; comb; morning light,,,1.0,0.0,0.6878537234042553,0.0,0.06586584677419356,0.0,0.0,0.0,0.0,0.0,0.7333333333333334,1.0,0.0,0.0,0.0,0.0,0.4127122340425532,0.0,0.33999999999999997,0.04838709677419355
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,4,ontologically_stable,"The blue mug, now worn and faded from years of daily use, leaned against the newly purchased sideboard, which had replaced the old one in the kitchen. On the countertop, the comb lay in its case, waiting for the morning person to use it once more, as the morning light streaming through the newly installed skylight highlighted its slender handle.",blue mug; comb; morning light,sink,,0.75,0.0,0.6388240533051853,0.0,0.03221609195402299,0.0,0.0,0.0,0.0,0.30000000000000004,0.8518518518518519,1.0,0.0,0.0,0.0,0.0,0.3832944319831112,0.0,0.25,0.041379310344827586
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,5,ontologically_stable,"A similar blue mug sat on the other side of the sink, serving as a companion to its duplicate; the comb lay on the floor, its tines tangled with a shoelace that had escaped from the room, as the morning light spilled onto the two similar objects.",blue mug; sink; comb; morning light,,,1.0,0.0,0.6492533022533022,0.0,0.047289288651315806,0.0,0.0,0.0,0.0,0.15000000000000002,0.7368421052631579,1.0,0.0,0.0,0.0,0.0,0.3895519813519813,0.0,0.25,0.075
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,6,ontologically_stable,"The comb, once used by the daughter to style her mother's hair, now lay abandoned beside the sink, where it occasionally caught the morning light. A similar blue mug, this one used by the mother to drink tea, sat untouched beside it.",blue mug; sink; comb; morning light,,,1.0,0.0,0.6291315789473684,0.0,0.046337693492818334,0.0,0.0,0.0,0.0,0.26086956521739135,0.7142857142857142,1.0,0.0,0.0,0.0,0.0,0.33343973684210526,0.0,0.296875,0.06818181818181818
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,7,anchor_loss_failure,"The blue mug, once filled with yesterday's coffee, now served as a planter, hosting a small succulent that had sprouted overnight.",blue mug,sink; comb; morning light,,0.25,0.0,0.7744360269360269,0.0,0.04123548156738282,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.8875,0.0,0.0,0.0,0.0,0.4104510942760943,0.0,0.125,0.0065625
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.0,20261722,8,ontologically_stable,"The blue mug, now empty of coffee, rested beside the newly installed dishwasher, beside the sink; a comb lay nearby, its teeth tangled with a stray strand of hair that had caught the morning light.",blue mug; sink; comb; morning light,,,1.0,0.0,0.6842873099493199,0.0,0.08265637207031253,0.0,0.0,0.0,0.0,0.0,0.625,0.9437499999999999,0.0,0.0,0.0,0.0,0.4105723859695919,0.0,0.3181818181818182,0.08823529411764706
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,1,readable_transport,"On the counter, a small, silver tray holds the blue mug, which now seems chilly to the touch; a wooden comb, newly acquired, catches the morning light.",blue mug; comb; morning light,sink,silver,0.75,0.26904761904761904,0.9153504065040651,0.1070301795079365,0.22165632768110796,0.3333333333333333,0.16726938975996902,0.0,0.0,0.0,0.45454545454545453,0.4375,0.0,0.0,1.0,0.09523809523809523,0.4851357154471545,0.0,0.375,0.125
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,2,ontologically_stable,"The blue mug now held a cup of steaming coffee, which it had forgotten to carry to the counter. As the owner busied herself at the sink, the comb on the edge of the tub suddenly righted itself and began to hum, gently silencing the gentle morning light.",blue mug; sink; comb; morning light,,,1.0,0.02666666666666667,0.664298245614035,0.008906910877192982,0.07046369122006511,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,1.0,0.0,0.0,0.0,0.13333333333333333,0.39857894736842103,0.0,0.3382352941176471,0.06521739130434782
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,3,ontologically_stable,"As she began her morning routine, the blue mug, now in the hands of her small child, tilts precariously, threatening to spill its tea; the sink, once a source of soap suds and solitary rituals, now holds a rubber ducky and a rubber shark, pedantically arranged by her child. Outside, the morning light dances across a newly plastered wall, where a large, dried-up paint swatch, formerly from the same bucket, now stands sentinel.",blue mug; sink; morning light,comb,,0.75,0.0,0.6742793723123052,0.0,0.04013251470000198,0.0,0.0,0.0,0.0,0.2368421052631579,0.8285714285714285,1.0,0.0,0.0,0.0,0.0,0.4045676233873831,0.0,0.29838709677419356,0.032432432432432434
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,4,decorative_near_miss,"The blue mug, now empty and dusty, leans against the sink, as if awaiting a morning refill; the comb, once a shiny silver, now tarnished and rusty, remains motionless in the morning light.",blue mug; sink; comb; morning light,,as if; silver,1.0,0.0,0.6767498593360661,0.0,0.08888142857142857,0.6666666666666666,0.4511665728907107,0.0,0.0,0.2,0.5714285714285714,0.83125,0.0,0.0,0.0,0.0,0.40604991560163967,0.0,0.3333333333333333,0.09999999999999999
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,5,decorative_near_miss,"The blue mug, now empty and cold, sits alone beside the sink, its blue hue dulled by the morning light, which casts an unusual glow on the comb that lies nearby, a tiny, inanimate, comb-like object.",blue mug; sink; comb; morning light,,glow,1.0,0.0,0.7198643559851254,0.0,0.11759593290441177,0.3333333333333333,0.23995478532837514,0.0,0.0,0.0,0.5,0.9437499999999999,0.0,0.0,0.0,0.0,0.43191861359107525,0.0,0.45454545454545453,0.08823529411764706
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,6,ontologically_stable,"The blue mug had been replaced by a faded pink one, but it still held the same comforting aroma as the morning light slowly crept into the sink's narrow crevice. A new comb, once belonging to the protagonist, now lay motionless, a gentle morning light serenading the stainless steel surfaces as the household awakens.",blue mug; sink; comb; morning light,,,1.0,0.0,0.6517536703727219,0.0,0.04600155651340997,0.0,0.0,0.0,0.0,0.2664203612479475,0.7407407407407407,1.0,0.0,0.0,0.0,0.0,0.17271472264877133,0.0,0.3181818181818182,0.05357142857142857
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,7,ontologically_stable,"The blue mug, now slightly worn and stained, still rests beside the old sink, its copper surface a muted red from years of exposure to morning dew and the daily messes of a sleepy homeowner. As the morning light dances across the comb, it transforms into a miniature harp, its tiny strings vibrating in time with the creaks and groans of the old house.",blue mug; sink; comb; morning light,,,1.0,0.01904761904761905,0.6807723577235772,0.006799943321718932,0.05074974639225716,0.0,0.0,0.3333333333333333,0.4,0.20689655172413796,0.7307692307692308,1.0,0.0,0.0,0.0,0.09523809523809523,0.4084634146341463,0.3333333333333333,0.3214285714285714,0.05555555555555555
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,0.6,20261722,8,decorative_near_miss,"The blue mug now holds a cup of steaming tea, and as the owner approaches the sink to rinse it, the morning light casts a warm glow on a tangled mess of hair and a discarded comb, forgotten beside it.",blue mug; sink; comb; morning light,,glow,1.0,0.0,0.7116460637605726,0.0,0.08265637207031253,0.3333333333333333,0.23721535458685752,0.0,0.0,0.0,0.625,0.9437499999999999,0.0,0.0,0.0,0.0,0.42698763825634356,0.0,0.3181818181818182,0.08823529411764706
anchor01_mug_sink,A blue mug rests beside the sink; a comb catches the morning light.,blue mug; sink; comb; morning light,operational,1.2,20261722,1,stock_loop_or_sprawl_failure,"On the sink, a small, silver soap dish collects dew, and beside the blue mug, a tin can, once a ham, now serves as a makeshift, miniature radio, quietly broadcasting a faint, melodic broadcast of morning songs, as the morning light creeps in, a porcelain comb, a delicate, antique, stirs to life, while the blue mug, once a musician, begins to play a gentle, mournful tune.",blue mug; sink; comb; morning light,,silver,1.0,0.0,0.6911888888888889,0.0,0.03870859899202102,0.3333333333333333,0.23039629629629627,1.0,1.0,0.26470588235294124,0.8064516129032259,1.0,0.0,0.0,0.0,0.0,0.4147133333333333,1.0,0.27884615384615385,0.046875
